url,imdb_id,prediction
https://youtu.be/Q5hA3PN0uic,tt0460792,118704.69354304642
https://youtu.be/g7ArZ7VD-QQ,tt0758758,247179.72437298697
https://youtu.be/61-GFxjTyV0,tt1125849,137103.014345854
https://youtu.be/AIzbwV7on6Q,tt1010048,55140.0911762497
https://youtu.be/Fi9AVKqHzHU,tt1116184,1217091.0562556859
https://youtu.be/6kw1UVovByw,tt1074638,40845696.56910917
https://youtu.be/C_Tsj_wTJkQ,tt1951265,20580739.633154117
https://youtu.be/RFinNxS5KN4,tt0369610,39209284.01695084
https://youtu.be/KqRdVOQ98k8,tt2582500,156326.87853649107
https://youtu.be/Vu4UPet8Nyc,tt4209788,5155849.635234609
https://youtu.be/7Pa_Weidt08,tt5117670,4369725.664229781
https://youtu.be/pFc6I0rgmgY,tt4209788,2200725.3989232583
https://youtu.be/JAHKQPBKSZ8,tt4154916,1022784.508658202
https://youtu.be/H6MLJG0RdDE,tt8364368,51223.976395355996
