prediction,prediction_metadata,prediction_video,url,ground_truth,name,imdb_id
5748731.124012092,5862876.164630097,3579975.352270002,https://youtu.be/4NT4C1F_HZE,8570007,Police Academy,87928
9233882.542368274,9522963.571277514,3741342.9930927055,https://youtu.be/vEaXAsbvHV4,7348200,Trading Places,86465
8886345.474304156,9061066.87807656,5566638.8026284855,https://youtu.be/vOIYaRb6XpQ,14347221,Star Trek II The Wrath of Khan,84726
5184247.377674752,4943048.876668531,9767018.896792946,https://youtu.be/2HCR4c1zPyk,4858152,The Blues Brothers,80455
45879879.24926677,47284415.85963675,19193683.652237225,https://youtu.be/lSA7mAHolAw,25642340,V For Vendetta,434409
9151333.792767573,9454700.85422441,3387359.625087677,https://youtu.be/aWemepbqFPI,15269388,In the Line of Fire,107206
36659299.40910231,38071200.24561183,9833183.515421296,https://youtu.be/hNCmb-4oXJA,71117625,Us,6857112
19919030.393200643,20749903.677523807,4132437.9910606495,https://youtu.be/EeQKCa9ez90,21401121,The Forbidden Kingdom,865556
6773474.96237667,6720287.195869693,7784042.526009242,https://youtu.be/DIM1-q-uNow,9858380,Rumble in the Bronx,113326
17821338.77655858,18442102.983462367,6026818.84538662,https://youtu.be/I16020r--oM,14102888,Machete,985694
9713298.413375134,9994412.68832239,4372127.189377295,https://youtu.be/7aYmBrXyISA,15214805,Beverly Hills Cop,86960
64207729.40645068,66978367.87173484,11565598.566051845,https://youtu.be/wglmbroElU0,55214334,Watchmen,409459
12837909.558841212,13290811.827087542,4232766.462160927,https://youtu.be/HlAECQzTkfY,9292248,Jackie Brown,119396
34675031.68126192,36094876.65225808,7697977.23233487,https://youtu.be/8m9EVP8X7N8,24733155,Zombieland,1156398
1695030.219034687,1503147.0247292968,5340810.9108371,https://youtu.be/io8Jw9BRRFY,4387360,Mo Better Blues,100168
8598258.794184543,8808045.947777484,4612302.875918704,https://youtu.be/2iBFmKlO4BY,6101297,Thelma and Louise,103074
3533854.7022162117,3125924.6191970143,11284526.279580966,https://youtu.be/pumf6m7d14w,7039622,New Jack City,102526
4625283.960378483,4701997.39539534,3167728.695058211,https://youtu.be/zzwPuJklv4w,7751971,The Lawnmower Man,104692
38069652.88987359,39800954.76412661,5174917.279066228,https://youtu.be/gG22XNhtnoY,656636,Schindler's List,108052
3267995.404379058,3169000.4096367867,5148900.304482228,https://youtu.be/g-HeV8Z6iXc,138486,Four Weddings and a Funeral,109831
6734978.620866674,6809018.887060752,5328213.563179167,https://youtu.be/yNLaTtpovys,12700007,Get Shorty,113161
18415988.795268174,19066746.264800526,6051596.874153532,https://youtu.be/rCCaTPY-z4Q,17084296,Jerry Maguire,116695
155213.12107529223,0.0,3104262.421505845,https://youtu.be/IOmm1OD2ArQ,66920,Welcome to Sarajevo,120490
297624.8634556997,0.0,5952497.269113994,https://youtu.be/qFee7ad2Zgo,217,Trojan War,120376
119173.79195649734,0.0,2383475.8391299467,https://youtu.be/JUEEOxIUOL8,118278,The Gingerbread Man,119196
210364.69658160734,0.0,4207293.931632147,https://youtu.be/NJP7JzpfO88,80030,Tumbleweeds,161023
1543764.8920680154,1376519.5666922794,4721426.074206993,https://youtu.be/i6zhRf6uQyA,576820,Turn it up,216772
7162957.634583409,7345381.343094285,3696907.17287678,https://youtu.be/BPQQe2fFM3Q,2182900,The Adventures of Pluto Nash,180052
76608159.79755777,79907561.04883146,13919536.023357833,https://youtu.be/r5X-hFf6Bwo,72629713,The Lord of the Rings: The Return of the King,167260
68534173.85290925,71923390.67797069,4139054.1767419255,https://youtu.be/lAxgztbYDbs,93687367,Harry Potter and the Prisoner of Azkaban,304141
6439356.73691081,6589391.532771952,3588695.6155490805,https://youtu.be/KIk5rfA5uWE,2188199,Stay,371257
1288780.8587167456,1086049.4436333992,5140677.745300328,https://youtu.be/Q5hA3PN0uic,410804,Fast Food Nation,460792
18500381.739111666,19169125.025657654,5794259.294737763,https://youtu.be/g7ArZ7VD-QQ,212440,Into the Wild,758758
3537271.231119644,3516151.0163136595,3938555.3124333583,https://youtu.be/61-GFxjTyV0,202714,The Wrestler,1125849
18339650.82673832,18879082.664245974,8090445.9140926525,https://youtu.be/AIzbwV7on6Q,360018,Slumdog Millionaire,1010048
702666.6063608867,647004.0911614212,1760254.3951507334,https://youtu.be/Fi9AVKqHzHU,50353641,Jackass 3-D,1116184
68655955.76759295,71976425.45591791,5567031.689419222,https://youtu.be/6kw1UVovByw,88364714,Skyfall,1074638
82851002.22387594,86966170.7900372,4662799.46681194,https://youtu.be/C_Tsj_wTJkQ,121897634,The Hunger Games: Mocking Jay - Part 1,1951265
125112130.60770065,131342256.75314271,6739733.84430101,https://youtu.be/RFinNxS5KN4,208806270,Jurassic World,369610
6305441.303752355,6352448.866145208,5412297.6182881715,https://youtu.be/KqRdVOQ98k8,3613567,Shut In,2582500
2874090.1200001226,2407450.1050844016,11740250.40339882,https://youtu.be/Vu4UPet8Nyc,1172036,Molly's Game,4209788
20979118.015018288,21790478.21439742,5563274.226814813,https://youtu.be/7Pa_Weidt08,25010928,Peter Rabbit,5117670
2541136.218863519,2408539.2300844016,5060479.005666747,https://youtu.be/pFc6I0rgmgY,10845330,BlacKkKlansman,4209788
7533384.923437615,7679964.892888325,4748365.503874122,https://youtu.be/JAHKQPBKSZ8,2375325,Replicas,4154916
12655978.656292714,12831928.550539955,9312930.665595148,https://youtu.be/H6MLJG0RdDE,12005210,Crawl,8364368
